,rxcui,rxaui,sab,tty,code,str,suppress
2278,32009,5481457,ATC,IN,R05DA06,normethadone,N
2279,32022,5479140,ATC,IN,A08AA07,cathine,N
2280,32385,5481486,ATC,IN,A07EC03,olsalazine,N
2281,32411,5481493,ATC,IN,D01AC13,omoconazole,N
2282,32411,5481494,ATC,IN,G01AF16,omoconazole,N
2283,32463,9716354,ATC,IN,A02BX14,rebamipide,N
2284,32521,5482147,ATC,IN,M03AC09,rocuronium bromide,N
2285,32526,5481511,ATC,IN,M01AX14,orgotein,N
2286,32585,5481535,ATC,IN,N06AX10,oxaflozane,N
2287,32592,5481536,ATC,IN,L01XA03,oxaliplatin,N
2288,32613,5481541,ATC,IN,M01AE12,oxaprozin,N
2289,32624,5481544,ATC,IN,N03AF02,oxcarbazepine,N
2290,32626,5481548,ATC,IN,R05DB09,oxeladin,N
2291,32631,5481549,ATC,IN,C05AD06,oxetacaine,N
2292,32633,5481550,ATC,IN,N02CX06,oxetorone,N
2293,32638,5481551,ATC,IN,D01AC11,oxiconazole,N
2294,32638,5481552,ATC,IN,G01AF17,oxiconazole,N
2295,32645,5481554,ATC,IN,N06BX07,oxiracetam,N
2296,32658,5481557,ATC,IN,R05DB07,oxolamine,N
2297,32675,5481565,ATC,IN,G04BD04,oxybutynin,N
2298,32698,5481580,ATC,IN,A03AA01,oxyphencyclimine,N
2299,32863,5481607,ATC,IN,A11HA32,pantethine,N
2300,32894,5481620,ATC,IN,N03AC01,paramethadione,N
2301,32915,5482535,ATC,IN,H05AA02,teriparatide,N
2302,32937,5481631,ATC,IN,N06AB05,paroxetine,N
2303,32968,5479411,ATC,IN,B01AC04,clopidogrel,N
2304,32984,5481635,ATC,IN,D01AA04,pecilocin,N
2305,32987,5481636,ATC,IN,A07BC01,pectin,N
2306,33000,5481651,ATC,IN,J01CE06,penamecillin,N
2307,33022,5481659,ATC,IN,J01AA10,penimepicycline,N
2308,33063,5480359,ATC,IN,C01AA09,gitoformate,N
2309,33086,5481670,ATC,IN,C04AD01,pentifylline,N
2310,33199,5481689,ATC,IN,P03AC04,permethrin,N
2311,33247,5481703,ATC,IN,P01AX04,phanquinone,N
2312,33253,5481704,ATC,IN,N03AX07,phenacemide,N
2313,33277,5481715,ATC,IN,J01CE05,pheneticillin,N
2314,33281,5481719,ATC,IN,N04AA09,phenglutarimide,N
2315,33283,5481720,ATC,IN,R06AX04,phenindamine,N
2316,33290,5481724,ATC,IN,C05BB05,phenol,N
2317,33290,5481725,ATC,IN,D08AE03,phenol,N
2318,33290,5481726,ATC,IN,N01BX03,phenol,N
2319,33290,5481727,ATC,IN,R02AA19,phenol,N
2320,33303,5481731,ATC,IN,P03AC03,phenothrin,N
2321,33308,5481735,ATC,IN,M03BA01,phenprobamate,N
2322,33309,5481739,ATC,IN,N03AD02,phensuximide,N
2323,33431,5481762,ATC,IN,R05DA08,pholcodine,N
2324,33562,5480283,ATC,IN,J05AD01,foscarnet,N
2325,33632,5481764,ATC,IN,A07AB02,phthalylsulfathiazole,N
2326,33682,5481768,ATC,IN,S01AX16,picloxydine,N
2327,33688,5482299,ATC,IN,A06AB08,sodium picosulfate,N
2328,33689,5481771,ATC,IN,B01AC03,picotamide,N
2329,33712,5481777,ATC,IN,R06AX23,pimethixene,N
2330,33713,5481051,ATC,IN,R07AB09,mepixanox,N
2331,33717,5481779,ATC,IN,C02DG01,pinacidil,N
2332,33724,5481781,ATC,IN,A03AX04,pinaverium,N
2333,33725,5481782,ATC,IN,N05BA14,pinazepam,N
2334,33738,5481785,ATC,IN,A10BG03,pioglitazone,N
2335,33739,5481788,ATC,IN,N05AD05,pipamperone,N
2336,33740,5481789,ATC,IN,R05DB11,pipazetate,N
2337,33743,5481792,ATC,IN,A03AB14,pipenzolate,N
2338,33761,5481801,ATC,IN,A05AX01,piprozolin,N
2339,33764,5481803,ATC,IN,L01DB08,pirarubicin,N
2340,33767,5481804,ATC,IN,R03AC08,pirbuterol,N
2341,33767,5481805,ATC,IN,R03CC07,pirbuterol,N
2342,33770,5481807,ATC,IN,C03CA03,piretanide,N
2343,33790,5481816,ATC,IN,M01AE08,pirprofen,N
2344,33910,5480739,ATC,IN,C08CA03,isradipine,N
2345,33926,5481835,ATC,IN,A03AB11,poldine,N
2346,33960,5481846,ATC,IN,L03AX08,poly ICLC,N
2347,34120,5481848,ATC,IN,L02AA02,polyestradiol phosphate,N
2348,34132,5481640,ATC,IN,L01XX24,pegaspargase,N
2349,34188,5481854,ATC,IN,A01AB05,polynoxylin,N
2350,34188,5481855,ATC,IN,D01AE05,polynoxylin,N
2351,34318,5481876,ATC,IN,H03BC01,potassium perchlorate,N
2352,34345,5481891,ATC,IN,V03AB04,pralidoxime,N
2353,34346,5481893,ATC,IN,N06BX16,pramiracetam,N
2354,34347,5481895,ATC,IN,C05AD07,pramocaine,N
2355,34347,5481896,ATC,IN,D04AB07,pramocaine,N
2356,34369,5481909,ATC,IN,D07AC18,prednicarbate,N
2357,34469,5481938,ATC,IN,R07AB06,prethcamide,N
2358,34479,5481939,ATC,IN,M03BX03,pridinol,N
2359,34482,9716329,ATC,IN,J01DH51,imipenem and cilastatin,N
2360,34521,5482130,ATC,IN,N02BG02,rimazolium,N
2361,34530,5481955,ATC,IN,R03AC16,procaterol,N
2362,34530,5481956,ATC,IN,R03CC08,procaterol,N
2363,34568,5481960,ATC,IN,N03AG05,progabide,N
2364,34604,5481967,ATC,IN,N06BX14,prolintane,N
2365,34625,5481970,ATC,IN,G03CA09,promestriene,N
2366,34629,5481332,ATC,IN,N01AG01,narcobarbital,N
2367,34633,5481976,ATC,IN,D08AC03,propamidine,N
2368,34633,5481977,ATC,IN,S01AX15,propamidine,N
2369,34644,5481987,ATC,IN,N06BC02,propentofylline,N
2370,34649,5481988,ATC,IN,J01CE03,propicillin,N
2371,34710,5481997,ATC,IN,N02BB04,propyphenazone,N
2372,34711,5482000,ATC,IN,M01AX13,proquazone,N
2373,34769,5481963,ATC,IN,M01AB14,proglumetacin,N
2374,34902,5482011,ATC,IN,A03AX07,proxazole,N
2375,34905,5482013,ATC,IN,S01HA04,proxymetacaine,N
2376,34906,5482014,ATC,IN,R03DA03,proxyphylline,N
2377,35028,5481898,ATC,IN,S01BC09,pranoprofen,N
2378,35097,5481810,ATC,IN,N06BX08,pirisudanol,N
2379,35101,5482031,ATC,IN,N05CE03,pyrithyldione,N
2380,35163,5482036,ATC,IN,P02CX01,pyrvinium,N
2381,35185,5482038,ATC,IN,N05CD10,quazepam,N
2382,35208,5482042,ATC,IN,C09AA06,quinapril,N
2383,35213,5482044,ATC,IN,A14AA06,quinbolone,N
2384,35217,5482047,ATC,IN,G03AC04,quingestanol,N
2385,35242,5482055,ATC,IN,N06AA23,quinupramine,N
2386,35255,5479343,ATC,IN,A03FA02,cisapride,N
2387,35296,5482066,ATC,IN,C09AA05,ramipril,N
2388,35302,5482246,ATC,IN,L04AA10,sirolimus,N
2389,35302,7717240,ATC,IN,S01XA23,sirolimus,N
2390,35350,5482084,ATC,IN,N05AL04,remoxipride,N
2391,35373,5482087,ATC,IN,R03AC15,reproterol,N
2392,35373,5482088,ATC,IN,R03CC14,reproterol,N
2393,35382,5482098,ATC,IN,D10AX02,resorcinol,N
2394,35382,5482099,ATC,IN,S01AX06,resorcinol,N
2395,35465,5478688,ATC,IN,J06BB01,anti-D (rh) immunoglobulin,N
2396,35616,5482119,ATC,IN,J04AB03,rifamycin,N
2397,35616,5482120,ATC,IN,S01AA16,rifamycin,N
2398,35616,5482121,ATC,IN,S02AA12,rifamycin,N
2399,35617,5482122,ATC,IN,J04AB05,rifapentine,N
2400,35619,5482123,ATC,IN,A07AA11,rifaximin,N
2401,35619,5482124,ATC,IN,D06AX11,rifaximin,N
2402,35623,5482128,ATC,IN,N07XX02,riluzole,N
2403,35636,5482138,ATC,IN,N05AX08,risperidone,N
2404,35762,5482146,ATC,IN,A03AA06,rociverine,N
2405,35772,5482150,ATC,IN,J01FA12,rokitamycin,N
2406,35780,5482156,ATC,IN,N01BB09,ropivacaine,N
2407,35797,5482160,ATC,IN,J01MB01,rosoxacin,N
2408,35825,5480332,ATC,IN,H01CC01,ganirelix,N
2409,35827,5480765,ATC,IN,M01AB15,ketorolac,N
2410,35827,5480766,ATC,IN,S01BC05,ketorolac,N
2411,35829,5482074,ATC,IN,C01EB18,ranolazine,N
2412,35886,5482172,ATC,IN,J01MA10,rufloxacin,N
2413,36056,5478980,ATC,IN,M01CC02,bucillamine,N
2414,36108,5482192,ATC,IN,N02BA06,salsalate,N
2415,36117,5482190,ATC,IN,R03AC12,salmeterol,N
2416,36118,5479038,ATC,IN,H05BA01,calcitonin (salmon synthetic),N
2417,36122,5481743,ATC,IN,G04BX12,phenyl salicylate,N
2418,36314,5482205,ATC,IN,P01AB07,secnidazole,N
2419,36345,5482213,ATC,IN,D01AE13,selenium sulfide,N
2420,36387,5482216,ATC,IN,A06AB06,senna glycosides,N
2421,36435,5482221,ATC,IN,D01AC14,sertaconazole,N
2422,36435,6821873,ATC,IN,G01AF19,sertaconazole,N
2423,36437,5482223,ATC,IN,N06AB06,sertraline,N
2424,36453,5482226,ATC,IN,N01AB08,sevoflurane,N
2425,36514,5482227,ATC,IN,A08AA10,sibutramine,N
2426,36564,5482237,ATC,IN,C10AB06,simfibrate,N
2427,36567,5482238,ATC,IN,C10AA01,simvastatin,N
2428,36669,5482254,ATC,IN,R05CB07,sobrerol,N
2429,36676,5482260,ATC,IN,B05CB04,sodium bicarbonate,N
2430,36676,5482261,ATC,IN,B05XA02,sodium bicarbonate,N
2431,36680,5482262,ATC,IN,S01AX07,sodium borate,N
2432,36702,5482293,ATC,IN,A01AB19,sodium perborate,N
2433,36709,5482295,ATC,IN,A06AD17,sodium phosphate,N
2434,36709,5482296,ATC,IN,A06AG01,sodium phosphate,N
2435,36709,5482297,ATC,IN,B05XA09,sodium phosphate,N
2436,36717,5482303,ATC,IN,A12CE01,sodium selenate,N
2437,36721,5482306,ATC,IN,A06AD13,sodium sulfate,N
2438,36721,5482307,ATC,IN,A12CA02,sodium sulfate,N
2439,36908,5482330,ATC,IN,C09AA11,spirapril,N
2440,37091,5482338,ATC,IN,R05CB11,stepronin,N
2441,37258,5482355,ATC,IN,G04BX10,succinimide,N
2442,37289,5482356,ATC,IN,A07AB04,succinylsulfathiazole,N
2443,37317,5482363,ATC,IN,A11DA02,sulbutiamine,N
2444,37319,5482364,ATC,IN,D01AC09,sulconazole,N
2445,37326,5482390,ATC,IN,J01ED03,sulfametomidine,N
2446,37336,5482397,ATC,IN,J01ED06,sulfaperin,N
2447,37345,5482403,ATC,IN,J01EB08,sulfathiourea,N
2448,37346,5482404,ATC,IN,G01AE01,sulfatolamide,N
2449,37401,5482411,ATC,IN,A02BX08,sulglicotide,N
2450,37414,5482416,ATC,IN,G02AD05,sulprostone,N
2451,37416,5482419,ATC,IN,N05AL02,sultopride,N
2452,37418,5482420,ATC,IN,N02CC01,sumatriptan,N
2453,37448,5482425,ATC,IN,M02AA22,suxibuzone,N
2454,37546,5482438,ATC,IN,C07AB13,talinolol,N
2455,37617,5482448,ATC,IN,J01CG02,tazobactam,N
2456,37662,5482489,ATC,IN,V09CA02,technetium (99mTc) succimer,N
2457,37665,5482457,ATC,IN,V09DA01,technetium (99mTc) disofenin,N
2458,37684,5482469,ATC,IN,V09DA03,technetium (99mTc) lidofenin,N
2459,37686,5482471,ATC,IN,V09DA04,technetium (99mTc) mebrofenin,N
2460,37736,5482492,ATC,IN,V09GA03,technetium (99mTc) teboroxime,N
2461,37738,5482497,ATC,IN,P01AC04,teclozan,N
2462,37740,5482498,ATC,IN,C01BD06,tedisamil,N
2463,37771,5482511,ATC,IN,J01MA05,temafloxacin,N
2464,37775,5482514,ATC,IN,J01CA17,temocillin,N
2465,37776,5482516,ATC,IN,L01AX03,temozolomide,N
2466,37787,5482519,ATC,IN,M01AX23,tenidap,N
2467,37790,5482525,ATC,IN,M01AC02,tenoxicam,N
2468,37798,5482526,ATC,IN,G04CA03,terazosin,N
2469,37801,5482527,ATC,IN,D01AE15,terbinafine,N
2470,37801,5482528,ATC,IN,D01BA02,terbinafine,N
2471,37806,5482532,ATC,IN,G01AG02,terconazole,N
2472,37815,5482538,ATC,IN,G04BD05,terodiline,N
2473,37840,5482539,ATC,IN,C07AA16,tertatolol,N
2474,37925,5481513,ATC,IN,A08AB01,orlistat,N
2475,37935,5482563,ATC,IN,R01AA06,tetryzoline,N
2476,37935,5482564,ATC,IN,R01AB03,tetryzoline,N
2477,37935,5482565,ATC,IN,S01GA02,tetryzoline,N
2478,37944,5482561,ATC,IN,P03BA04,tetramethrin,N
2479,37985,5482562,ATC,IN,M03BX07,tetrazepam,N
2480,38024,5482571,ATC,IN,D04AA03,thenalidine,N
2481,38024,5482572,ATC,IN,R06AX03,thenalidine,N
2482,38085,5482590,ATC,IN,M03BX05,thiocolchicoside,N
2483,38133,5482595,ATC,IN,N05AB05,thiopropazate,N
2484,38136,5482661,ATC,IN,M04AA02,tisopurine,N
2485,38248,5482613,ATC,IN,C10AX03,tiadenol,N
2486,38252,5482615,ATC,IN,N06AX14,tianeptine,N
2487,38253,5482617,ATC,IN,M01AE11,tiaprofenic acid,N
2488,38260,5482620,ATC,IN,G03CX01,tibolone,N
2489,38264,5482627,ATC,IN,A03AB17,tiemonium iodide,N
2490,38284,5482635,ATC,IN,A03AB19,timepidium bromide,N
2491,38298,5482646,ATC,IN,D01AC07,tioconazole,N
2492,38298,5482647,ATC,IN,G01AF08,tioconazole,N
2493,38307,5482653,ATC,IN,R05DB24,tipepidine,N
2494,38315,5482660,ATC,IN,A03AC05,tiropramide,N
2495,38357,5479413,ATC,IN,C07AA27,cloranolol,N
2496,38365,5482673,ATC,IN,N05BA23,tofisopam,N
2497,38372,5482680,ATC,IN,D01AE19,tolciclate,N
2498,38377,5482681,ATC,IN,M01AG02,tolfenamic acid,N
2499,38381,5482685,ATC,IN,C02AC04,tolonidine,N
2500,38382,5482686,ATC,IN,N06AG03,toloxatone,N
2501,38383,5482688,ATC,IN,D04AA12,tolpropamine,N
2502,38386,5482689,ATC,IN,A10XA01,tolrestat,N
2503,38400,5478743,ATC,IN,N06BA09,atomoxetine,N
2504,38404,5482692,ATC,IN,N03AX11,topiramate,N
2505,38409,5482695,ATC,IN,L02BA02,toremifene,N
2506,38413,5482694,ATC,IN,C03CA04,torasemide,N
2507,38416,10823231,ATC,IN,J01MA22,tosufloxacin,N
2508,38453,5482701,ATC,IN,R01AA09,tramazoline,N
2509,38454,5482702,ATC,IN,C09AA10,trandolapril,N
2510,38508,5482712,ATC,IN,L01AB02,treosulfan,N
2511,38555,5480881,ATC,IN,N05CD11,loprazolam,N
2512,38557,5482734,ATC,IN,C05AX05,tribenoside,N
2513,38557,5482735,ATC,IN,C05CX01,tribenoside,N
2514,38610,5482742,ATC,IN,N05CM07,triclofos,N
2515,38617,5482745,ATC,IN,A03AB08,tridihexethyl,N
2516,38623,6821886,ATC,IN,D03AX12,trolamine,N
2517,38655,5482750,ATC,IN,B01AC18,triflusal,N
2518,38668,5482752,ATC,IN,H02CA01,trilostane,N
2519,38671,5482753,ATC,IN,C02CA03,trimazosin,N
2520,38685,6821885,ATC,IN,R06AA10,trimethobenzamide,N
2521,38782,5482769,ATC,IN,L02AE04,triptorelin,N
2522,38810,5482771,ATC,IN,R06AX21,tritoqualine,N
2523,38865,5482772,ATC,IN,L01AA07,trofosfamide,N
2524,38867,5482775,ATC,IN,C01DA09,trolnitrate,N
2525,38868,5482777,ATC,IN,D06BB02,tromantadine,N
2526,38868,5482778,ATC,IN,J05AC03,tromantadine,N
2527,38876,5482781,ATC,IN,N04AA12,tropatepine,N
2528,38893,5482789,ATC,IN,C05CA04,troxerutin,N
2529,38967,5482801,ATC,IN,R03AC11,tulobuterol,N
2530,38967,5482802,ATC,IN,R03CC11,tulobuterol,N
2531,38998,5482803,ATC,IN,R05CA01,tyloxapol,N
2532,39230,5482821,ATC,IN,C02CA06,urapidil,N
2533,39331,6821890,ATC,IN,A03AX14,valethamate,N
2534,39341,5482832,ATC,IN,N05CM13,valnoctamide,N
2535,39385,5482848,ATC,IN,J06BB03,varicella/zoster immunoglobulin,N
2536,39468,5482862,ATC,IN,N05AL06,veralipride,N
2537,39529,5482875,ATC,IN,N02BG05,viminol,N
2538,39541,5482883,ATC,IN,L01CA04,vinorelbine,N
2539,39548,5482885,ATC,IN,N01AA02,vinyl ether,N
2540,39684,5479941,ATC,IN,R06AX24,epinastine,N
2541,39684,5479942,ATC,IN,S01GX10,epinastine,N
2542,39786,5482861,ATC,IN,N06AX16,venlafaxine,N
2543,39801,5482900,ATC,IN,C01CX07,xamoterol,N
2544,39823,5482906,ATC,IN,J01XX02,xibornol,N
2545,39841,5482909,ATC,IN,R01AA07,xylometazoline,N
2546,39841,5482910,ATC,IN,R01AB06,xylometazoline,N
2547,39841,5482911,ATC,IN,S01GA03,xylometazoline,N
2548,39879,5478794,ATC,IN,C08CA12,barnidipine,N
2549,39937,5482931,ATC,IN,B05XA12,zinc chloride,N
2550,39952,5482030,ATC,IN,D11AX12,pyrithione zinc,N
2551,39954,5482936,ATC,IN,A12CB01,zinc sulfate,N
2552,39969,5482937,ATC,IN,R05DB15,zipeprol,N
2553,39990,5482939,ATC,IN,C09AA15,zofenopril,N
2554,39993,5482944,ATC,IN,N05CF02,zolpidem,N
2555,39994,5482945,ATC,IN,M01AB04,zomepirac,N
2556,39998,5482946,ATC,IN,N03AX15,zonisamide,N
2557,40001,5482947,ATC,IN,N05CF01,zopiclone,N
2558,40003,5482950,ATC,IN,N05AX11,zotepine,N
2559,40028,5478684,ATC,IN,B01AD03,anistreplase,N
2560,40036,5478839,ATC,IN,D08AJ08,benzethonium chloride,N
2561,40048,5479112,ATC,IN,L01XA02,carboplatin,N
2562,40114,5480416,ATC,IN,C02AC02,guanfacine,N
2563,40138,5480570,ATC,IN,B01AC11,iloprost,N
2564,40144,5480834,ATC,IN,H03AA01,levothyroxine sodium,N
2565,40169,5481266,ATC,IN,C01BG01,moracizine,N
2566,40230,5482607,ATC,IN,L03AX09,thymopentin,N
2567,40365,5479888,ATC,IN,L01XD06,efaproxiral,N
2568,40450,5481772,ATC,IN,L03AX05,pidotimod,N
2569,40790,5481608,ATC,IN,A02BC02,pantoprazole,N
2570,41126,5480261,ATC,IN,D07AC17,fluticasone,N
2571,41126,5480262,ATC,IN,R01AD08,fluticasone,N
2572,41126,5480263,ATC,IN,R03BA05,fluticasone,N
2573,41127,5480268,ATC,IN,C10AA04,fluvastatin,N
2574,41144,5480315,ATC,IN,V08CA03,gadodiamide,N
2575,41157,5480352,ATC,IN,C01CA15,gepefrine,N
2576,41208,5482817,ATC,IN,D07AC21,ulobetasol,N
2577,41277,5480505,ATC,IN,D07AC16,hydrocortisone aceponate,N
2578,41289,5480555,ATC,IN,C01BD05,ibutilide,N
2579,41397,5482631,ATC,IN,A09AA04,tilactase,N
2580,41433,5480878,ATC,IN,A07DA05,loperamide oxide,N
2581,41493,5481023,ATC,IN,M01AC06,meloxicam,N
2582,41831,5481974,ATC,IN,N02BE05,propacetamol,N
2583,41996,5482222,ATC,IN,N05AE03,sertindole,N
2584,42106,5482435,ATC,IN,R06AB07,talastine,N
2585,42316,5482429,ATC,IN,D11AH01,tacrolimus,N
2586,42316,5482430,ATC,IN,L04AD02,tacrolimus,N
2587,42319,5481431,ATC,IN,A02BA04,nizatidine,N
2588,42322,5480166,ATC,IN,J01MA08,fleroxacin,N
2589,42328,5478735,ATC,IN,R06AX11,astemizole,N
2590,42330,5482533,ATC,IN,R06AX12,terfenadine,N
2591,42331,5481238,ATC,IN,A02BB01,misoprostol,N
2592,42331,5481239,ATC,IN,G02AD06,misoprostol,N
2593,42333,5482762,ATC,IN,P01AX07,trimetrexate,N
2594,42340,5479927,ATC,IN,A02BB02,enprostil,N
2595,42347,5479007,ATC,IN,N06AX12,bupropion,N
2596,42355,5480269,ATC,IN,N06AB08,fluvoxamine,N
2597,42359,5482668,ATC,IN,C01BB03,tocainide,N
2598,42368,5479916,ATC,IN,C01BC08,encainide,N
2599,42372,5481296,ATC,IN,D06AX09,mupirocin,N
2600,42372,5481297,ATC,IN,R01AX06,mupirocin,N
2601,42375,5480807,ATC,IN,L02AE02,leuprorelin,N
2602,42405,5481298,ATC,IN,L04AA02,muromonab-CD3,N
2603,42463,5481902,ATC,IN,C10AA03,pravastatin,N
2604,42538,5477257,ATC,PT,B02,ANTIHEMORRHAGICS,N
2605,42612,5479533,ATC,IN,A07EB01,cromoglicic acid,N
2606,42612,5479534,ATC,IN,D11AH03,cromoglicic acid,N
2607,42612,5479535,ATC,IN,R01AC01,cromoglicic acid,N
2608,42612,5479536,ATC,IN,R03BC01,cromoglicic acid,N
2609,42612,5479537,ATC,IN,S01GX01,cromoglicic acid,N
2610,42635,5479673,ATC,IN,B05AA05,dextran,N
2611,42646,5479748,ATC,IN,N04BC03,dihydroergocryptine mesylate,N
2612,42736,5479672,ATC,IN,V03AF02,dexrazoxane,N
2613,42826,5481465,ATC,IN,V03AB13,obidoxime,N
2614,42955,5480815,ATC,IN,A16AA01,levocarnitine,N
2615,43611,5480797,ATC,IN,S01EE01,latanoprost,N
2616,44151,5479383,ATC,IN,L01BB06,clofarabine,N
2617,44157,10823164,ATC,IN,L04AA40,cladribine,N
2618,44157,5479350,ATC,IN,L01BB04,cladribine,N
2619,44281,5479213,ATC,IN,N07AX03,cevimeline,N
2620,44532,5482713,ATC,IN,A03AX09,trepibutone,N
2621,45721,5482473,ATC,IN,V09CA03,technetium (99mTc) mertiatide,N
2622,45938,5478519,ATC,IN,N06BX17,adrafinil,N
2623,46049,5478558,ATC,IN,A16AB01,alglucerase,N
2624,46239,5478595,ATC,IN,S02AA04,aluminium acetotartrate,N
2625,46241,5478596,ATC,IN,D10AX01,aluminium chloride,N
2626,46303,5478643,ATC,IN,N05AL05,amisulpride,N
2627,46307,5478646,ATC,IN,A01AD07,amlexanox,N
2628,46307,5478647,ATC,IN,R03DX01,amlexanox,N
2629,46639,5478734,ATC,IN,J01CA19,aspoxicillin,N
2630,46680,5478757,ATC,IN,M01CB05,aurotioprol,N
2631,46795,5478789,ATC,IN,N03AA04,barbexaclone,N
2632,46949,5478852,ATC,IN,A01AB14,benzoxonium chloride,N
2633,46949,5478853,ATC,IN,D08AJ05,benzoxonium chloride,N
2634,47111,5478912,ATC,IN,N06AX08,bifemelane,N
2635,47181,5478926,ATC,IN,A02BX05,bismuth subcitrate,N
2636,47461,5479015,ATC,IN,D01AE23,butenafine,N
2637,47579,5479025,ATC,IN,G02CB03,cabergoline,N
2638,47579,5479026,ATC,IN,N04BC06,cabergoline,N
2639,47589,5479030,ATC,IN,C01CA21,cafedrine,N
2640,47610,5479044,ATC,IN,B02BC08,calcium alginate,N
2641,47613,5936868,ATC,IN,A12AA13,calcium citrate,N
2642,47618,5479058,ATC,IN,A12AA10,calcium glucoheptonate,N
2643,47622,5479064,ATC,IN,A12AA05,calcium lactate,N
2644,47624,5479066,ATC,IN,A12AA30,calcium laevulate,N
2645,47746,5479129,ATC,IN,A03AX11,caroverine,N
2646,47837,5479180,ATC,IN,J01DB11,cefroxadine,N
2647,47839,10823163,ATC,IN,J01DD18,cefteram,N
2648,47858,5481080,ATC,IN,N03AD03,mesuximide,N
2649,48474,5479531,ATC,IN,D03AX09,crilanomer,N
2650,48937,5479667,ATC,IN,N05CM18,dexmedetomidine,N
2651,49247,5479834,ATC,IN,C01BD04,dofetilide,N
2652,49275,5479847,ATC,IN,M03AC07,doxacurium chloride,N
2653,49276,5479849,ATC,IN,C02CA04,doxazosin,N
2654,49278,5479850,ATC,IN,N05CD12,doxefazepam,N
2655,49428,5479885,ATC,IN,D06BB09,edoxudine,N
2656,49470,5479893,ATC,IN,H05BA04,elcatonin,N
2657,49608,5479920,ATC,IN,C02DB03,endralazine,N
2658,49626,5479925,ATC,IN,C01CE03,enoximone,N
2659,49662,5479931,ATC,IN,C07AB10,epanolol,N
2660,49737,5479987,ATC,IN,C07AB09,esmolol,N
2661,50092,5480168,ATC,IN,J01DC14,flomoxef,N
2662,50097,5480190,ATC,IN,B01AA12,fluindione,N
2663,50138,5479777,ATC,IN,N02CX05,dimetotiazine,N
2664,50166,5480288,ATC,IN,C09AA09,fosinopril,N
2665,50610,5480401,ATC,IN,L02AE03,goserelin,N
2666,50671,5480408,ATC,IN,N02BA14,guacetisal,N
2667,50749,5480427,ATC,IN,P01BX01,halofantrine,N
2668,50939,5480472,ATC,IN,C05CA05,hidrosmin,N
2669,50975,5480477,ATC,IN,L02AE05,histrelin,N
2670,51253,5480545,ATC,IN,C01CA16,ibopamine,N
2671,51253,5480546,ATC,IN,S01FB03,ibopamine,N
2672,51254,5480548,ATC,IN,R03DC04,ibudilast,N
2673,51272,5482039,ATC,IN,N05AH04,quetiapine,N
2674,51296,5480561,ATC,IN,N06BX13,idebenone,N
2675,51352,5480579,ATC,IN,L03AX10,immunocyanin,N
2676,51474,5480681,ATC,IN,V08AB06,iotrolan,N
2677,51486,5480692,ATC,IN,N02CX03,iprazochrome,N
2678,51487,5480693,ATC,IN,M05BX01,ipriflavone,N
2679,51499,5480700,ATC,IN,L01XX19,irinotecan,N
2680,51522,5480707,ATC,IN,J01GB11,isepamicin,N
2681,52014,5480820,ATC,IN,R05DB27,levodropropizine,N
2682,52151,5480868,ATC,IN,S01GX05,lodoxamide,N
2683,52175,5480890,ATC,IN,C09CA01,losartan,N
2684,52259,5482257,ATC,IN,C05BA02,sodium apolate,N
2685,52356,5480923,ATC,IN,A06AD19,magnesium citrate,N
2686,52356,5480924,ATC,IN,A12CC04,magnesium citrate,N
2687,52356,5480925,ATC,IN,B05CB03,magnesium citrate,N
2688,52358,5480926,ATC,IN,A12CC03,magnesium gluconate,N
2689,52582,5481073,ATC,IN,A07EC02,mesalazine,N
2690,52769,5481226,ATC,IN,C01CE02,milrinone,N
2691,52796,5481246,ATC,IN,M03AC10,mivacurium chloride,N
2692,52907,5481278,ATC,IN,D10AD05,motretinide,N
2693,52918,5481280,ATC,IN,A03AD30,moxaverine,N
2694,52972,5481221,ATC,IN,L03AX15,mifamurtide,N
2695,53141,5479074,ATC,IN,B02AB04,camostat,N
2696,53581,5481341,ATC,IN,J06BC01,nebacumab,N
2697,53654,5481370,ATC,IN,J05AG01,nevirapine,N
2698,53692,5481405,ATC,IN,C08CA10,nilvadipine,N
2699,53694,5481406,ATC,IN,M01AX17,nimesulide,N
2700,53694,5481407,ATC,IN,M02AA26,nimesulide,N
2701,54216,5481529,ATC,IN,A03AB06,otilonium bromide,N
2702,54236,5481542,ATC,IN,R06AE06,oxatomide,N
2703,54270,5481556,ATC,IN,R03BB02,oxitropium bromide,N
2704,54552,5481686,ATC,IN,C09AA04,perindopril,N
2705,54908,5481837,ATC,IN,D08AE02,policresulen,N
2706,54908,5481838,ATC,IN,G01AX03,policresulen,N
2707,54987,5481862,ATC,IN,B05XA17,potassium acetate,N
2708,54989,5478593,ATC,IN,S01XA07,alum,N
2709,54993,5481867,ATC,IN,A12BA02,potassium citrate,N
2710,55074,5481935,ATC,IN,R05DB18,prenoxdiazine,N
2711,55175,5481990,ATC,IN,G04BD06,propiverine,N
2712,55244,5482006,ATC,IN,N05AX07,prothipendyl,N
2713,55471,5482073,ATC,IN,A02BA07,ranitidine bismuth citrate,N
2714,55672,5482114,ATC,IN,J04AB04,rifabutin,N
2715,55679,5482125,ATC,IN,C02AC06,rilmenidine,N
2716,55681,5482131,ATC,IN,H02AB12,rimexolone,N
2717,55681,5482132,ATC,IN,S01BA13,rimexolone,N
2718,55685,5482135,ATC,IN,M05BA07,risedronic acid,N
